Date,Cal_Index
2020-10-26,99.24383675160556
2020-10-27,98.94551481251295
2020-10-28,98.56846902838203
2020-10-29,98.3385125336648
2020-10-30,98.3053656515434
2020-11-02,99.27245515205686
2020-11-03,99.22044300982361
2020-11-04,98.96038229865741
2020-11-05,98.65247041663662
2020-11-06,98.20932696480938
2020-11-09,97.46243260234002
2020-11-10,97.89933459709926
2020-11-11,97.06505983567804
2020-11-12,96.51789209938431
2020-11-13,96.63856026936544
2020-11-16,96.2078997316742
2020-11-17,95.84797570742015
2020-11-18,95.32993477077704
2020-11-19,95.26127874302918
2020-11-20,95.71066365192438
2020-11-23,96.28279721649007
2020-11-24,96.56574327023891
2020-11-25,96.99848429361948
2020-11-26,97.1690841201445
2020-11-27,97.18988897703782
2020-11-30,96.52205307076296
2020-12-01,97.73241679939643
2020-12-02,97.3028970788606
2020-12-03,97.32374755073127
2020-12-04,97.08605217140563
2020-12-07,97.30498212604766
2020-12-08,97.38004382478208
2020-12-09,97.41340457977515
2020-12-10,97.21741014419084
2020-12-11,97.47595599538718
2020-12-14,97.8158186868791
2020-12-15,98.41422722956737
2020-12-16,98.31205991740106
2020-12-17,98.2349131714796
2020-12-18,97.92215609341952
2020-12-21,98.16610661430639
2020-12-22,98.27452906803386
2020-12-23,97.56144293005691
2020-12-24,97.82207382844031
2020-12-25,98.04725892464356
2020-12-28,97.79913830938257
2020-12-29,97.01516056704533
2020-12-30,97.41548962696221
2020-12-31,97.58020835474052
